"circonscription","delegation","number","station_name","center_name"
"Jendouba","Bou Salem","6020603702","م إبتدائية البئر الأخضر بوسالم   مكتب 2","م إبتدائية البئر الأخضر بوسالم   مكتب 2"
"Jendouba","Bou Salem","6020603703","م إبتدائية البئر الأخضر بوسالم   مكتب 3","م إبتدائية البئر الأخضر بوسالم   مكتب 3"
"Jendouba","Bou Salem","6020603801","م إبتدائية زامه - البئر الأخضر  مكتب 1","م إبتدائية زامه - البئر الأخضر  مكتب 1"
"Jendouba","Bou Salem","6020703901","م إبتدائية مركز الكدية   مكتب 1","م إبتدائية مركز الكدية   مكتب 1"
"Jendouba","Bou Salem","6020804001","م إبتدائية المنقوش   مكتب 1","م إبتدائية المنقوش   مكتب 1"
"Jendouba","Bou Salem","6020804101","م إبتدائية حوال الوادي بوسالم - المنقوش  مكتب 1","م إبتدائية حوال الوادي بوسالم - المنقوش  مكتب 1"
"Jendouba","Bou Salem","6020904201","م إبتدائية الدزيرة - سيدي عبيد  مكتب 1","م إبتدائية الدزيرة - سيدي عبيد  مكتب 1"
"Jendouba","Bou Salem","6020904301","م إبتدائية سيدي عبيد بوسالم   مكتب 1","م إبتدائية سيدي عبيد بوسالم   مكتب 1"
"Jendouba","Bou Salem","6020904401","م إبتدائية مجاز الشرف - سيدي عبيد  مكتب 1","م إبتدائية مجاز الشرف - سيدي عبيد  مكتب 1"
"Jendouba","Jendouba Sud","6030204803","م إبتدائية شارع بورقيبة جندوبة   مكتب 3","م إبتدائية شارع بورقيبة جندوبة   مكتب 3"
"Jendouba","Jendouba Sud","6030305403","م إبتدائية الفوز - النور  مكتب 3","م إبتدائية الفوز - النور  مكتب 3"
"Jendouba","Jendouba Nord","6040107203","م إبتدائية الزهوة - الفردوس  مكتب 3","م إبتدائية الزهوة - الفردوس  مكتب 3"
"Jendouba","Tabarka","6050109502","م إبتدائية شارع بورقيبة - طبرقة  مكتب 2","م إبتدائية شارع بورقيبة - طبرقة  مكتب 2"
"Jendouba","Tabarka","6050711602","م إبتدائية  ملولة   مكتب 2","م إبتدائية  ملولة   مكتب 2"
"Jendouba","Aïn Draham","6060112104","م إبتدائية شارع بورقيبة - عين دراهم  مكتب 4","م إبتدائية شارع بورقيبة - عين دراهم  مكتب 4"
"Jendouba","Aïn Draham","6060613402","م إبتدائية التباينية  مكتب 2","م إبتدائية التباينية  مكتب 2"
"Jendouba","Fernana","6081020901","م إبتدائية بوحلاب - الجواودة  مكتب 1","م إبتدائية بوحلاب - الجواودة  مكتب 1"
"Jendouba","Oued Meliz","6090122101","م إبتدائية   14 جانفي شمتو - وادي مليز الشرقية  مكتب 1","م إبتدائية   14 جانفي شمتو - وادي مليز الشرقية  مكتب 1"
"Lekef","Jérissa","7010100102","م إبتدائية  14 جانفي الجريصة - جريصة المركزية  مكتب 2","م إبتدائية  14 جانفي الجريصة - جريصة المركزية  مكتب 2"
"Lekef","Dahmani","7020101502","م إبتدائية 2مارس - الدهماني  مكتب 2","م إبتدائية 2مارس - الدهماني  مكتب 2"
"Lekef","Dahmani","7020201802","م إبتدائية الإمام الأبي - الدهماني الشمالية  مكتب 2","م إبتدائية الإمام الأبي - الدهماني الشمالية  مكتب 2"
"Lekef","Dahmani","7020302301","م إبتدائية الشنعاتبة - الزوارين  مكتب 1","م إبتدائية الشنعاتبة - الزوارين  مكتب 1"
"Lekef","Dahmani","7020703201","م إبتدائية المدينة - المداينة  مكتب 1","م إبتدائية المدينة - المداينة  مكتب 1"
"Lekef","Sers","7030103701","م إبتدائية بئر حدي - السرس الشمالية  مكتب 1","م إبتدائية بئر حدي - السرس الشمالية  مكتب 1"
